"filename", "language", "GLSL", "C++", "CMake", "C", "Markdown", "PostCSS", "HTML", "SCSS", "XML", "Objective-C", "JavaScript", "comment", "blank", "total"
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/input_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/input_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 570, 0, 0, 0, 0, 4, 3, 577
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/internal_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/internals_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 4, 3, 136
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/intro_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/intro_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 423, 0, 0, 0, 0, 4, 3, 430
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 1, 34
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/main_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/menu.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 27, 2, 137
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/menudata.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 1, 31
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/minus.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/minusd.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/monitor_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/monitor_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 4, 3, 229
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/moving_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/moving_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 354, 0, 0, 0, 0, 4, 3, 361
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/news.html", "HTML", 0, 0, 0, 0, 0, 0, 330, 0, 0, 0, 0, 4, 3, 337
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/news_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/pages.html", "HTML", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 4, 3, 100
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/plus.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/plusd.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/quick_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/quick_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 400, 0, 0, 0, 0, 4, 3, 407
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_10.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_11.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_12.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 1, 27
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_13.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 1, 52
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_14.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 1, 23
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_15.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 36
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_16.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 1, 30
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_17.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_18.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 1, 45
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_19.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 1, 61
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_1a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 1, 40
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_1b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_1c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 1, 33
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_1d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 1, 85
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_1e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_1f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 1, 59
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 1, 22
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 1, 83
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 1, 27
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 36
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 555, 0, 1, 556
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 1, 24
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/all_f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 1, 41
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/classes_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/close.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/defines_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 1, 44
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/files_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/functions_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 1, 153
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_10.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/groups_f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/mag.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/mag_d.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/mag_sel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 1, 1, 32
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/mag_seld.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 1, 1, 32
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_10.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_11.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/pages_f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/search.css", "PostCSS", 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 9, 51, 292
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/search.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 711, 60, 70, 841
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/searchdata.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 4, 40
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/typedefs_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 1, 37
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/search/variables_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/spaces.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 875, 0, 0, 1, 2, 878
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/struct_g_l_f_wallocator.html", "HTML", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 4, 12, 169
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/struct_g_l_f_wgamepadstate.html", "HTML", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 4, 8, 135
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/struct_g_l_f_wgammaramp.html", "HTML", 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 4, 12, 171
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/struct_g_l_f_wimage.html", "HTML", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 4, 10, 152
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/struct_g_l_f_wvidmode.html", "HTML", 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 4, 16, 205
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/tabs.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/topics.html", "HTML", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 4, 3, 102
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/vulkan_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/vulkan_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 4, 3, 207
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/window_8md.html", "HTML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 4, 3, 82
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/html/window_guide.html", "HTML", 0, 0, 0, 0, 0, 0, 800, 0, 0, 0, 0, 4, 3, 807
