"filename", "language", "GLSL", "C++", "CMake", "C", "Markdown", "PostCSS", "HTML", "SCSS", "XML", "Objective-C", "JavaScript", "comment", "blank", "total"
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/input.md", "Markdown", 0, 0, 0, 0, 710, 0, 0, 0, 0, 0, 0, 0, 272, 982
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/internal.md", "Markdown", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 46, 121
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/intro.md", "Markdown", 0, 0, 0, 0, 454, 0, 0, 0, 0, 0, 0, 0, 184, 638
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/main.md", "Markdown", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 13, 39
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/monitor.md", "Markdown", 0, 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 78, 258
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/moving.md", "Markdown", 0, 0, 0, 0, 384, 0, 0, 0, 0, 0, 0, 0, 138, 522
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/news.md", "Markdown", 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 143, 403
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/quick.md", "Markdown", 0, 0, 0, 0, 264, 0, 0, 0, 0, 0, 0, 0, 102, 366
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/spaces.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 875, 0, 0, 1, 2, 878
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/vulkan.md", "Markdown", 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 70, 251
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/docs/window.md", "Markdown", 0, 0, 0, 0, 1145, 0, 0, 0, 0, 0, 0, 0, 386, 1531
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/CMakeLists.txt", "CMake", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 84
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/boing.c", "C", 0, 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 171, 122, 681
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/gears.c", "C", 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 55, 63, 362
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/heightmap.c", "C", 0, 0, 0, 350, 0, 0, 0, 0, 0, 0, 0, 101, 63, 514
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/offscreen.c", "C", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 26, 33, 166
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/particles.c", "C", 0, 0, 0, 650, 0, 0, 0, 0, 0, 0, 0, 222, 203, 1075
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/sharing.c", "C", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 33, 50, 235
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/splitview.c", "C", 0, 0, 0, 332, 0, 0, 0, 0, 0, 0, 0, 103, 113, 548
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/triangle-opengl.c", "C", 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 27, 31, 172
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/triangle-opengles.c", "C", 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 24, 30, 171
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/wave.c", "C", 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 82, 96, 464
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/examples/windows.c", "C", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 24, 17, 107
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/include/GLFW/glfw3.h", "C++", 0, 654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5627, 267, 6548
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/include/GLFW/glfw3native.h", "C++", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 522, 45, 664
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/CMakeLists.txt", "CMake", 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 369
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_init.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 542, 0, 55, 99, 696
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_joystick.h", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 50
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_joystick.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 371, 0, 47, 68, 486
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_monitor.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 453, 0, 66, 125, 644
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_platform.h", "C++", 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 43, 303
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_time.c", "C", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 28, 12, 58
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_time.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 4, 36
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/cocoa_window.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1596, 0, 103, 374, 2073
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/context.c", "C", 0, 0, 0, 550, 0, 0, 0, 0, 0, 0, 0, 96, 120, 766
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/egl_context.c", "C", 0, 0, 0, 733, 0, 0, 0, 0, 0, 0, 0, 62, 117, 912
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/glx_context.c", "C", 0, 0, 0, 545, 0, 0, 0, 0, 0, 0, 0, 61, 114, 720
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/init.c", "C", 0, 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 59, 82, 529
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/input.c", "C", 0, 0, 0, 1114, 0, 0, 0, 0, 0, 0, 0, 92, 300, 1506
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/internal.h", "C++", 0, 792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 111, 1010
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/linux_joystick.c", "C", 0, 0, 0, 298, 0, 0, 0, 0, 0, 0, 0, 58, 81, 437
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/linux_joystick.h", "C++", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 8, 65
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/mappings.h", "C++", 0, 938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 6, 1002
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/monitor.c", "C", 0, 0, 0, 370, 0, 0, 0, 0, 0, 0, 0, 67, 112, 549
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/nsgl_context.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 55, 78, 385
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/null_init.c", "C", 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 29, 14, 265
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/null_joystick.c", "C", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 28, 10, 57
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/null_joystick.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 33
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/null_monitor.c", "C", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 34, 22, 161
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/null_platform.h", "C++", 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15, 272
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/null_window.c", "C", 0, 0, 0, 592, 0, 0, 0, 0, 0, 0, 0, 30, 98, 720
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/osmesa_context.c", "C", 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 37, 59, 384
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/platform.c", "C", 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 38, 24, 213
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/platform.h", "C++", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 27, 213
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/posix_module.c", "C", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 28, 10, 54
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/posix_poll.c", "C", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 25, 11, 84
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/posix_poll.h", "C++", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 4, 31
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/posix_thread.c", "C", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 29, 20, 108
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/posix_thread.h", "C++", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 7, 50
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/posix_time.c", "C", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 29, 12, 66
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/posix_time.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 42
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/vulkan.c", "C", 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 34, 54, 329
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/wgl_context.c", "C", 0, 0, 0, 625, 0, 0, 0, 0, 0, 0, 0, 55, 119, 799
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_init.c", "C", 0, 0, 0, 565, 0, 0, 0, 0, 0, 0, 0, 73, 94, 732
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_joystick.c", "C", 0, 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 64, 104, 768
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_joystick.h", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 6, 52
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_module.c", "C", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 28, 9, 52
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_monitor.c", "C", 0, 0, 0, 416, 0, 0, 0, 0, 0, 0, 0, 52, 102, 570
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_platform.h", "C++", 0, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 65, 628
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_thread.c", "C", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 29, 18, 101
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_thread.h", "C++", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 7, 54
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_time.c", "C", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 29, 9, 55
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_time.h", "C++", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 6, 44
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/win32_window.c", "C", 0, 0, 0, 2021, 0, 0, 0, 0, 0, 0, 0, 172, 401, 2594
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/window.c", "C", 0, 0, 0, 906, 0, 0, 0, 0, 0, 0, 0, 67, 200, 1173
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/wl_init.c", "C", 0, 0, 0, 875, 0, 0, 0, 0, 0, 0, 0, 42, 87, 1004
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/wl_monitor.c", "C", 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 36, 48, 275
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/wl_platform.h", "C++", 0, 586, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 71, 692
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/wl_window.c", "C", 0, 0, 0, 2716, 0, 0, 0, 0, 0, 0, 0, 99, 494, 3309
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/x11_init.c", "C", 0, 0, 0, 1373, 0, 0, 0, 0, 0, 0, 0, 123, 161, 1657
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/x11_monitor.c", "C", 0, 0, 0, 481, 0, 0, 0, 0, 0, 0, 0, 54, 107, 642
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/x11_platform.h", "C++", 0, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 80, 1005
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/x11_window.c", "C", 0, 0, 0, 2624, 0, 0, 0, 0, 0, 0, 0, 224, 510, 3358
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/xkb_unicode.c", "C", 0, 0, 0, 860, 0, 0, 0, 0, 0, 0, 0, 67, 17, 944
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/src/xkb_unicode.h", "C++", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 4, 31
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/CMakeLists.txt", "CMake", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 87
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/allocator.c", "C", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 24, 26, 143
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/clipboard.c", "C", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 28, 26, 147
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/cursor.c", "C", 0, 0, 0, 375, 0, 0, 0, 0, 0, 0, 0, 34, 87, 496
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/empty.c", "C", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 28, 28, 134
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/events.c", "C", 0, 0, 0, 561, 0, 0, 0, 0, 0, 0, 0, 36, 85, 682
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/gamma.c", "C", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 29, 31, 188
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/glfwinfo.c", "C", 0, 0, 0, 932, 0, 0, 0, 0, 0, 0, 0, 28, 141, 1101
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/icon.c", "C", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 29, 21, 151
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/iconify.c", "C", 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 30, 48, 299
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/inputlag.c", "C", 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 30, 58, 311
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/joysticks.c", "C", 0, 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 29, 65, 347
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/monitors.c", "C", 0, 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 29, 50, 264
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/msaa.c", "C", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 31, 42, 222
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/reopen.c", "C", 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 34, 45, 242
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/tearing.c", "C", 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 29, 45, 252
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/threads.c", "C", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 29, 28, 152
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/timeout.c", "C", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 28, 19, 100
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/title.c", "C", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 28, 12, 74
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/triangle-vulkan.c", "C", 0, 0, 0, 1688, 0, 0, 0, 0, 0, 0, 0, 134, 319, 2141
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/glfw-3.4/tests/window.c", "C", 0, 0, 0, 359, 0, 0, 0, 0, 0, 0, 0, 24, 75, 458
"/home/Tino/Documents/Coding Projects/Velocity-Engine/thirdParty/stb_image/stb_image.h", "C++", 0, 5833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1294, 862, 7989
"Total", "-", 55, 53154, 843, 31232, 4999, 1618, 23078, 333, 6864, 3214, 2883, 19311, 16918, 164502
